period,respondent,respondent-name,type-name,value,value-units
2026-03-16T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,24184,megawatthours
2026-03-16T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,25041,megawatthours
2026-03-16T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,25459,megawatthours
2026-03-16T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,26388,megawatthours
2026-03-16T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,27082,megawatthours
2026-03-16T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,27156,megawatthours
2026-03-16T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,27140,megawatthours
2026-03-16T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,27549,megawatthours
2026-03-16T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,28015,megawatthours
2026-03-16T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,28825,megawatthours
2026-03-17T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,30043,megawatthours
2026-03-17T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,31349,megawatthours
2026-03-17T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,31167,megawatthours
2026-03-17T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,30180,megawatthours
2026-03-17T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,29112,megawatthours
2026-03-17T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,28276,megawatthours
2026-03-17T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,28020,megawatthours
2026-03-17T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,28003,megawatthours
2026-03-17T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,28381,megawatthours
2026-03-17T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,29206,megawatthours
2026-03-17T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,30859,megawatthours
2026-03-17T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,33313,megawatthours
2026-03-17T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,35447,megawatthours
2026-03-17T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,35748,megawatthours
2026-03-17T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,34603,megawatthours
2026-03-17T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,33276,megawatthours
2026-03-17T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,31782,megawatthours
2026-03-17T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,30505,megawatthours
2026-03-17T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,29389,megawatthours
2026-03-17T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,28383,megawatthours
2026-03-17T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,27560,megawatthours
2026-03-17T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,27159,megawatthours
2026-03-17T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,27177,megawatthours
2026-03-17T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,27676,megawatthours
2026-03-18T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,29097,megawatthours
2026-03-18T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,30912,megawatthours
2026-03-18T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,31026,megawatthours
2026-03-18T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,30265,megawatthours
2026-03-18T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,29498,megawatthours
2026-03-18T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,29036,megawatthours
2026-03-18T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,28969,megawatthours
2026-03-18T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,29097,megawatthours
2026-03-18T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,29615,megawatthours
2026-03-18T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,30337,megawatthours
2026-03-18T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,31668,megawatthours
2026-03-18T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,33656,megawatthours
2026-03-18T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,35216,megawatthours
2026-03-18T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,34840,megawatthours
2026-03-18T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,33429,megawatthours
2026-03-18T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,31533,megawatthours
2026-03-18T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,29813,megawatthours
2026-03-18T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,28368,megawatthours
2026-03-18T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,27308,megawatthours
2026-03-18T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,26346,megawatthours
2026-03-18T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,25768,megawatthours
2026-03-18T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,25594,megawatthours
2026-03-18T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,25610,megawatthours
2026-03-18T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,25862,megawatthours
2026-03-19T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,26598,megawatthours
2026-03-19T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,27979,megawatthours
2026-03-19T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,27875,megawatthours
2026-03-19T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,27042,megawatthours
2026-03-19T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,26269,megawatthours
2026-03-19T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,25497,megawatthours
2026-03-19T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,25199,megawatthours
2026-03-19T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,25274,megawatthours
2026-03-19T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,25697,megawatthours
2026-03-19T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,26675,megawatthours
2026-03-19T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,28374,megawatthours
2026-03-19T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,30809,megawatthours
2026-03-19T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,32656,megawatthours
2026-03-19T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,32624,megawatthours
2026-03-19T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,30952,megawatthours
2026-03-19T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,29006,megawatthours
2026-03-19T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,27407,megawatthours
2026-03-19T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,26169,megawatthours
2026-03-19T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,25316,megawatthours
2026-03-19T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,24827,megawatthours
2026-03-19T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,24380,megawatthours
2026-03-19T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,24341,megawatthours
2026-03-19T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,24346,megawatthours
2026-03-19T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,24511,megawatthours
2026-03-20T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,24953,megawatthours
2026-03-20T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,25940,megawatthours
2026-03-20T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,25627,megawatthours
2026-03-20T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,24540,megawatthours
2026-03-20T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23310,megawatthours
2026-03-20T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,22296,megawatthours
2026-03-20T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,21757,megawatthours
2026-03-20T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,21682,megawatthours
2026-03-20T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,21874,megawatthours
2026-03-20T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,22546,megawatthours
2026-03-20T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,23919,megawatthours
2026-03-20T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,26136,megawatthours
2026-03-20T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,27993,megawatthours
2026-03-20T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,28263,megawatthours
2026-03-20T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,27306,megawatthours
2026-03-20T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,26080,megawatthours
2026-03-20T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,25083,megawatthours
2026-03-20T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,24455,megawatthours
2026-03-20T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,24332,megawatthours
2026-03-20T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,24393,megawatthours
2026-03-20T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,24544,megawatthours
2026-03-20T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,24635,megawatthours
2026-03-20T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,24846,megawatthours
2026-03-20T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,24700,megawatthours
2026-03-21T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,24577,megawatthours
2026-03-21T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,24824,megawatthours
2026-03-21T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,24226,megawatthours
2026-03-21T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,23215,megawatthours
2026-03-21T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,22089,megawatthours
2026-03-21T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,20817,megawatthours
2026-03-21T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20050,megawatthours
2026-03-21T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,19415,megawatthours
2026-03-21T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19160,megawatthours
2026-03-21T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19200,megawatthours
2026-03-21T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,19504,megawatthours
2026-03-21T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,20105,megawatthours
2026-03-21T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,21044,megawatthours
2026-03-21T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,22019,megawatthours
2026-03-21T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,22607,megawatthours
2026-03-21T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,22779,megawatthours
2026-03-21T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,22957,megawatthours
2026-03-21T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,23252,megawatthours
2026-03-21T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,23860,megawatthours
2026-03-21T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,24586,megawatthours
2026-03-21T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,25559,megawatthours
2026-03-21T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,26519,megawatthours
2026-03-21T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,27103,megawatthours
2026-03-21T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,27173,megawatthours
2026-03-22T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,26498,megawatthours
2026-03-22T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,26207,megawatthours
2026-03-22T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,25371,megawatthours
2026-03-22T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,24105,megawatthours
2026-03-22T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,22689,megawatthours
2026-03-22T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,21271,megawatthours
2026-03-22T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20001,megawatthours
2026-03-22T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,19248,megawatthours
2026-03-22T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,18644,megawatthours
2026-03-22T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,18430,megawatthours
2026-03-22T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,18489,megawatthours
2026-03-22T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,18749,megawatthours
2026-03-22T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,19340,megawatthours
2026-03-22T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,20306,megawatthours
2026-03-22T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,21313,megawatthours
2026-03-22T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,22257,megawatthours
2026-03-22T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,23088,megawatthours
2026-03-22T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,24042,megawatthours
2026-03-22T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,25381,megawatthours
2026-03-22T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,26757,megawatthours
2026-03-22T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,27981,megawatthours
2026-03-22T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,28975,megawatthours
2026-03-22T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,29792,megawatthours
2026-03-22T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,29840,megawatthours
2026-03-23T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,28964,megawatthours
2026-03-23T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,28591,megawatthours
2026-03-23T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,27480,megawatthours
2026-03-23T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,25709,megawatthours
2026-03-23T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23641,megawatthours
2026-03-23T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,21965,megawatthours
2026-03-23T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20589,megawatthours
2026-03-23T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,19821,megawatthours
2026-03-23T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19460,megawatthours
2026-03-23T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19492,megawatthours
2026-03-23T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20175,megawatthours
2026-03-23T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,21814,megawatthours
2026-03-23T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,22826,megawatthours
2026-03-23T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,23481,megawatthours
2026-03-23T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,24144,megawatthours
2026-03-23T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,25129,megawatthours
2026-03-23T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,26047,megawatthours
2026-03-23T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,27022,megawatthours
2026-03-23T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,27978,megawatthours
2026-03-23T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,29058,megawatthours
2026-03-23T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,29843,megawatthours
2026-03-23T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,30340,megawatthours
2026-03-23T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,30437,megawatthours
2026-03-23T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,29898,megawatthours
2026-03-24T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,28754,megawatthours
2026-03-24T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,28421,megawatthours
2026-03-24T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,27114,megawatthours
2026-03-24T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,25142,megawatthours
2026-03-24T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23250,megawatthours
2026-03-24T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,21561,megawatthours
2026-03-24T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20530,megawatthours
2026-03-24T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,19858,megawatthours
2026-03-24T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19439,megawatthours
2026-03-24T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19643,megawatthours
2026-03-24T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20534,megawatthours
2026-03-24T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,22302,megawatthours
2026-03-24T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,23791,megawatthours
2026-03-24T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,24178,megawatthours
2026-03-24T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,24463,megawatthours
2026-03-24T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,24490,megawatthours
2026-03-24T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,24539,megawatthours
2026-03-24T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,24421,megawatthours
2026-03-24T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,24423,megawatthours
2026-03-24T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,24512,megawatthours
2026-03-24T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,24614,megawatthours
2026-03-24T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,24913,megawatthours
2026-03-24T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,25173,megawatthours
2026-03-24T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,25135,megawatthours
2026-03-25T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,25213,megawatthours
2026-03-25T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,25891,megawatthours
2026-03-25T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,25320,megawatthours
2026-03-25T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,23950,megawatthours
2026-03-25T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,22366,megawatthours
2026-03-25T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,21093,megawatthours
2026-03-25T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20245,megawatthours
2026-03-25T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,19688,megawatthours
2026-03-25T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19603,megawatthours
2026-03-25T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19804,megawatthours
2026-03-25T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20771,megawatthours
2026-03-25T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,22441,megawatthours
2026-03-25T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,24042,megawatthours
2026-03-25T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,24312,megawatthours
2026-03-25T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,24665,megawatthours
2026-03-25T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,24824,megawatthours
2026-03-25T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,24823,megawatthours
2026-03-25T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,24743,megawatthours
2026-03-25T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,24620,megawatthours
2026-03-25T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,24715,megawatthours
2026-03-25T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,25041,megawatthours
2026-03-25T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,25373,megawatthours
2026-03-25T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,25666,megawatthours
2026-03-25T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,25757,megawatthours
2026-03-26T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,25779,megawatthours
2026-03-26T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,26326,megawatthours
2026-03-26T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,25644,megawatthours
2026-03-26T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,24283,megawatthours
2026-03-26T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,22596,megawatthours
2026-03-26T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,21390,megawatthours
2026-03-26T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20408,megawatthours
2026-03-26T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,19955,megawatthours
2026-03-26T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19740,megawatthours
2026-03-26T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19969,megawatthours
2026-03-26T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20838,megawatthours
2026-03-26T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,22643,megawatthours
2026-03-26T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,23872,megawatthours
2026-03-26T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,24046,megawatthours
2026-03-26T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,24234,megawatthours
2026-03-26T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,24514,megawatthours
2026-03-26T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,24840,megawatthours
2026-03-26T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,25334,megawatthours
2026-03-26T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,26102,megawatthours
2026-03-26T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,26849,megawatthours
2026-03-26T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,27610,megawatthours
2026-03-26T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,28218,megawatthours
2026-03-26T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,28816,megawatthours
2026-03-26T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,28771,megawatthours
2026-03-27T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,28379,megawatthours
2026-03-27T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,28175,megawatthours
2026-03-27T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,27191,megawatthours
2026-03-27T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,25497,megawatthours
2026-03-27T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23687,megawatthours
2026-03-27T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,22157,megawatthours
2026-03-27T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,21068,megawatthours
2026-03-27T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,20259,megawatthours
2026-03-27T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19850,megawatthours
2026-03-27T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19898,megawatthours
2026-03-27T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20510,megawatthours
2026-03-27T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,21905,megawatthours
2026-03-27T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,22998,megawatthours
2026-03-27T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,23478,megawatthours
2026-03-27T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,24128,megawatthours
2026-03-27T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,24705,megawatthours
2026-03-27T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,25579,megawatthours
2026-03-27T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,26554,megawatthours
2026-03-27T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,27561,megawatthours
2026-03-27T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,28573,megawatthours
2026-03-27T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,29594,megawatthours
2026-03-27T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,30445,megawatthours
2026-03-27T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,30673,megawatthours
2026-03-27T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,30036,megawatthours
2026-03-28T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,28870,megawatthours
2026-03-28T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,28348,megawatthours
2026-03-28T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,27162,megawatthours
2026-03-28T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,25668,megawatthours
2026-03-28T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23904,megawatthours
2026-03-28T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,22046,megawatthours
2026-03-28T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20673,megawatthours
2026-03-28T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,19716,megawatthours
2026-03-28T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19291,megawatthours
2026-03-28T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19114,megawatthours
2026-03-28T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,19187,megawatthours
2026-03-28T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,19701,megawatthours
2026-03-28T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,20373,megawatthours
2026-03-28T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,21294,megawatthours
2026-03-28T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,22387,megawatthours
2026-03-28T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,22872,megawatthours
2026-03-28T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,22954,megawatthours
2026-03-28T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,22802,megawatthours
2026-03-28T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,22692,megawatthours
2026-03-28T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,22617,megawatthours
2026-03-28T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,22829,megawatthours
2026-03-28T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,23138,megawatthours
2026-03-28T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,23354,megawatthours
2026-03-28T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,23395,megawatthours
2026-03-29T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,23127,megawatthours
2026-03-29T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,23524,megawatthours
2026-03-29T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,23063,megawatthours
2026-03-29T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,22245,megawatthours
2026-03-29T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,21341,megawatthours
2026-03-29T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,20326,megawatthours
2026-03-29T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,19631,megawatthours
2026-03-29T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,19256,megawatthours
2026-03-29T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19060,megawatthours
2026-03-29T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19029,megawatthours
2026-03-29T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,19392,megawatthours
2026-03-29T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,20033,megawatthours
