period,respondent,respondent-name,type-name,value,value-units
2024-11-22T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,25216,megawatthours
2024-11-22T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,24961,megawatthours
2024-11-22T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,26009,megawatthours
2024-11-23T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,27285,megawatthours
2024-11-23T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,27399,megawatthours
2024-11-23T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,27401,megawatthours
2024-11-23T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,27034,megawatthours
2024-11-23T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,26365,megawatthours
2024-11-23T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,25726,megawatthours
2024-11-23T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,25073,megawatthours
2024-11-23T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,24484,megawatthours
2024-11-23T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,24039,megawatthours
2024-11-23T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,23720,megawatthours
2024-11-23T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,24084,megawatthours
2024-11-23T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,24476,megawatthours
2024-11-23T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,25405,megawatthours
2024-11-23T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,26111,megawatthours
2024-11-23T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,25276,megawatthours
2024-11-23T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,24126,megawatthours
2024-11-23T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,22949,megawatthours
2024-11-23T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,22559,megawatthours
2024-11-23T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,21489,megawatthours
2024-11-23T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,20740,megawatthours
2024-11-23T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,20566,megawatthours
2024-11-23T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,20539,megawatthours
2024-11-23T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,21323,megawatthours
2024-11-23T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,22779,megawatthours
2024-11-24T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,24045,megawatthours
2024-11-24T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,24120,megawatthours
2024-11-24T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,24103,megawatthours
2024-11-24T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,23980,megawatthours
2024-11-24T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23466,megawatthours
2024-11-24T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,23107,megawatthours
2024-11-24T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,22516,megawatthours
2024-11-24T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,23180,megawatthours
2024-11-24T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,22801,megawatthours
2024-11-24T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,22753,megawatthours
2024-11-24T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,23139,megawatthours
2024-11-24T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,23921,megawatthours
2024-11-24T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,24880,megawatthours
2024-11-24T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,26077,megawatthours
2024-11-24T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,26775,megawatthours
2024-11-24T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,26050,megawatthours
2024-11-24T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,25318,megawatthours
2024-11-24T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,24112,megawatthours
2024-11-24T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,23376,megawatthours
2024-11-24T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,23344,megawatthours
2024-11-24T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,23091,megawatthours
2024-11-24T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,22735,megawatthours
2024-11-24T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,22851,megawatthours
2024-11-24T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,23306,megawatthours
2024-11-25T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,24430,megawatthours
2024-11-25T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,24582,megawatthours
2024-11-25T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,24242,megawatthours
2024-11-25T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,23756,megawatthours
2024-11-25T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23079,megawatthours
2024-11-25T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,22171,megawatthours
2024-11-25T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,21906,megawatthours
2024-11-25T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,21555,megawatthours
2024-11-25T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,21452,megawatthours
2024-11-25T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,21688,megawatthours
2024-11-25T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,21862,megawatthours
2024-11-25T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,22852,megawatthours
2024-11-25T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,24403,megawatthours
2024-11-25T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,25623,megawatthours
2024-11-25T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,26028,megawatthours
2024-11-25T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,25679,megawatthours
2024-11-25T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,25738,megawatthours
2024-11-25T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,25273,megawatthours
2024-11-25T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,25003,megawatthours
2024-11-25T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,25036,megawatthours
2024-11-25T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,24963,megawatthours
2024-11-25T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,24734,megawatthours
2024-11-25T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,24672,megawatthours
2024-11-25T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,24691,megawatthours
2024-11-26T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,25404,megawatthours
2024-11-26T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,25160,megawatthours
2024-11-26T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,24747,megawatthours
2024-11-26T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,23928,megawatthours
2024-11-26T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,22788,megawatthours
2024-11-26T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,21589,megawatthours
2024-11-26T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20568,megawatthours
2024-11-26T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,20613,megawatthours
2024-11-26T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,20284,megawatthours
2024-11-26T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,20171,megawatthours
2024-11-26T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,20401,megawatthours
2024-11-26T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,20838,megawatthours
2024-11-26T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,21466,megawatthours
2024-11-26T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,22679,megawatthours
2024-11-26T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,23398,megawatthours
2024-11-26T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,23969,megawatthours
2024-11-26T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,24492,megawatthours
2024-11-26T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,24856,megawatthours
2024-11-26T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,24638,megawatthours
2024-11-26T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,24364,megawatthours
2024-11-26T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,24337,megawatthours
2024-11-26T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,24122,megawatthours
2024-11-26T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,23976,megawatthours
2024-11-26T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,24547,megawatthours
2024-11-27T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,25353,megawatthours
2024-11-27T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,25437,megawatthours
2024-11-27T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,25348,megawatthours
2024-11-27T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,24837,megawatthours
2024-11-27T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23959,megawatthours
2024-11-27T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,22907,megawatthours
2024-11-27T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,22058,megawatthours
2024-11-27T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,21990,megawatthours
2024-11-27T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,22110,megawatthours
2024-11-27T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,22166,megawatthours
2024-11-27T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,22663,megawatthours
2024-11-27T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,23091,megawatthours
2024-11-27T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,24551,megawatthours
2024-11-27T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,25855,megawatthours
2024-11-27T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,26694,megawatthours
2024-11-27T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,26512,megawatthours
2024-11-27T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,26110,megawatthours
2024-11-27T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,25868,megawatthours
2024-11-27T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,25549,megawatthours
2024-11-27T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,25535,megawatthours
2024-11-27T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,25320,megawatthours
2024-11-27T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,24856,megawatthours
2024-11-27T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,24223,megawatthours
2024-11-27T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,24804,megawatthours
2024-11-28T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,25296,megawatthours
2024-11-28T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,25118,megawatthours
2024-11-28T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,24804,megawatthours
2024-11-28T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,24167,megawatthours
2024-11-28T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,23247,megawatthours
2024-11-28T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,22012,megawatthours
2024-11-28T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20881,megawatthours
2024-11-28T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,20213,megawatthours
2024-11-28T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,19873,megawatthours
2024-11-28T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,19568,megawatthours
2024-11-28T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,19382,megawatthours
2024-11-28T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,19143,megawatthours
2024-11-28T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,19555,megawatthours
2024-11-28T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,19867,megawatthours
2024-11-28T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,20988,megawatthours
2024-11-28T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,22488,megawatthours
2024-11-28T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,23700,megawatthours
2024-11-28T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,24153,megawatthours
2024-11-28T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,23882,megawatthours
2024-11-28T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,23159,megawatthours
2024-11-28T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,22483,megawatthours
2024-11-28T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,21837,megawatthours
2024-11-28T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,21344,megawatthours
2024-11-28T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,21452,megawatthours
2024-11-29T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,21767,megawatthours
2024-11-29T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,21749,megawatthours
2024-11-29T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,21835,megawatthours
2024-11-29T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,21750,megawatthours
2024-11-29T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,21439,megawatthours
2024-11-29T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,21025,megawatthours
2024-11-29T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,20507,megawatthours
2024-11-29T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,20596,megawatthours
2024-11-29T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,20533,megawatthours
2024-11-29T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,20704,megawatthours
2024-11-29T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,21173,megawatthours
2024-11-29T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,21717,megawatthours
2024-11-29T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,22754,megawatthours
2024-11-29T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,23911,megawatthours
2024-11-29T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,24916,megawatthours
2024-11-29T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,25595,megawatthours
2024-11-29T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,25687,megawatthours
2024-11-29T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,25399,megawatthours
2024-11-29T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,25100,megawatthours
2024-11-29T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,24487,megawatthours
2024-11-29T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,24288,megawatthours
2024-11-29T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,23873,megawatthours
2024-11-29T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,23995,megawatthours
2024-11-29T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,25407,megawatthours
2024-11-30T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,26834,megawatthours
2024-11-30T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,27375,megawatthours
2024-11-30T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,27609,megawatthours
2024-11-30T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,27731,megawatthours
2024-11-30T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,27451,megawatthours
2024-11-30T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,27203,megawatthours
2024-11-30T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,26886,megawatthours
2024-11-30T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,26971,megawatthours
2024-11-30T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,26801,megawatthours
2024-11-30T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,27039,megawatthours
2024-11-30T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,27588,megawatthours
2024-11-30T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,28408,megawatthours
2024-11-30T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,29570,megawatthours
2024-11-30T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,30688,megawatthours
2024-11-30T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,31331,megawatthours
2024-11-30T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,30617,megawatthours
2024-11-30T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,29969,megawatthours
2024-11-30T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,28833,megawatthours
2024-11-30T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,27557,megawatthours
2024-11-30T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,26420,megawatthours
2024-11-30T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,25803,megawatthours
2024-11-30T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,24961,megawatthours
2024-11-30T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,25104,megawatthours
2024-11-30T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,25850,megawatthours
2024-12-01T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,27544,megawatthours
2024-12-01T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,28363,megawatthours
2024-12-01T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,28838,megawatthours
2024-12-01T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,29136,megawatthours
2024-12-01T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,28979,megawatthours
2024-12-01T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,28685,megawatthours
2024-12-01T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,28395,megawatthours
2024-12-01T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,28470,megawatthours
2024-12-01T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,28575,megawatthours
2024-12-01T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,28763,megawatthours
2024-12-01T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,29163,megawatthours
2024-12-01T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,29743,megawatthours
2024-12-01T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,30764,megawatthours
2024-12-01T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,31794,megawatthours
2024-12-01T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,32247,megawatthours
2024-12-01T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,30837,megawatthours
2024-12-01T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,29032,megawatthours
2024-12-01T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,27904,megawatthours
2024-12-01T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,26728,megawatthours
2024-12-01T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,26226,megawatthours
2024-12-01T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,25657,megawatthours
2024-12-01T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,25240,megawatthours
2024-12-01T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,25254,megawatthours
2024-12-01T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,26156,megawatthours
2024-12-02T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,27983,megawatthours
2024-12-02T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,28744,megawatthours
2024-12-02T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,29046,megawatthours
2024-12-02T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,28889,megawatthours
2024-12-02T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,28253,megawatthours
2024-12-02T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,27414,megawatthours
2024-12-02T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,27099,megawatthours
2024-12-02T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,26847,megawatthours
2024-12-02T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,27095,megawatthours
2024-12-02T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,27636,megawatthours
2024-12-02T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,28649,megawatthours
2024-12-02T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,30469,megawatthours
2024-12-02T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,33207,megawatthours
2024-12-02T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,35112,megawatthours
2024-12-02T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,34941,megawatthours
2024-12-02T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,33241,megawatthours
2024-12-02T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,31745,megawatthours
2024-12-02T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,30965,megawatthours
2024-12-02T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,29953,megawatthours
2024-12-02T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,28950,megawatthours
2024-12-02T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,28122,megawatthours
2024-12-02T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,27751,megawatthours
2024-12-02T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,28099,megawatthours
2024-12-02T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,28903,megawatthours
2024-12-03T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,30903,megawatthours
2024-12-03T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,31671,megawatthours
2024-12-03T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,32078,megawatthours
2024-12-03T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,31997,megawatthours
2024-12-03T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,31067,megawatthours
2024-12-03T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,29976,megawatthours
2024-12-03T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,29555,megawatthours
2024-12-03T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,29418,megawatthours
2024-12-03T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,29555,megawatthours
2024-12-03T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,29844,megawatthours
2024-12-03T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,30078,megawatthours
2024-12-03T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,31663,megawatthours
2024-12-03T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,34106,megawatthours
2024-12-03T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,35858,megawatthours
2024-12-03T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,35543,megawatthours
2024-12-03T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,34252,megawatthours
2024-12-03T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,32836,megawatthours
2024-12-03T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,32012,megawatthours
2024-12-03T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,31217,megawatthours
2024-12-03T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,30294,megawatthours
2024-12-03T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,29679,megawatthours
2024-12-03T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,29062,megawatthours
2024-12-03T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,29697,megawatthours
2024-12-03T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,31224,megawatthours
2024-12-04T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,33396,megawatthours
2024-12-04T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,34319,megawatthours
2024-12-04T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,34891,megawatthours
2024-12-04T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,34854,megawatthours
2024-12-04T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,34030,megawatthours
2024-12-04T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,33523,megawatthours
2024-12-04T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,33143,megawatthours
2024-12-04T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,33516,megawatthours
2024-12-04T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,33958,megawatthours
2024-12-04T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,34387,megawatthours
2024-12-04T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,34685,megawatthours
2024-12-04T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,36150,megawatthours
2024-12-04T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,38688,megawatthours
2024-12-04T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,40210,megawatthours
2024-12-04T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,39502,megawatthours
2024-12-04T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,36710,megawatthours
2024-12-04T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,33884,megawatthours
2024-12-04T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,32018,megawatthours
2024-12-04T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,30828,megawatthours
2024-12-04T19,SOCO,"Southern Company Services, Inc. - Trans",Demand,29742,megawatthours
2024-12-04T20,SOCO,"Southern Company Services, Inc. - Trans",Demand,28914,megawatthours
2024-12-04T21,SOCO,"Southern Company Services, Inc. - Trans",Demand,28290,megawatthours
2024-12-04T22,SOCO,"Southern Company Services, Inc. - Trans",Demand,28351,megawatthours
2024-12-04T23,SOCO,"Southern Company Services, Inc. - Trans",Demand,29524,megawatthours
2024-12-05T00,SOCO,"Southern Company Services, Inc. - Trans",Demand,30746,megawatthours
2024-12-05T01,SOCO,"Southern Company Services, Inc. - Trans",Demand,30986,megawatthours
2024-12-05T02,SOCO,"Southern Company Services, Inc. - Trans",Demand,30705,megawatthours
2024-12-05T03,SOCO,"Southern Company Services, Inc. - Trans",Demand,29813,megawatthours
2024-12-05T04,SOCO,"Southern Company Services, Inc. - Trans",Demand,28487,megawatthours
2024-12-05T05,SOCO,"Southern Company Services, Inc. - Trans",Demand,27326,megawatthours
2024-12-05T06,SOCO,"Southern Company Services, Inc. - Trans",Demand,26129,megawatthours
2024-12-05T07,SOCO,"Southern Company Services, Inc. - Trans",Demand,25193,megawatthours
2024-12-05T08,SOCO,"Southern Company Services, Inc. - Trans",Demand,24655,megawatthours
2024-12-05T09,SOCO,"Southern Company Services, Inc. - Trans",Demand,24470,megawatthours
2024-12-05T10,SOCO,"Southern Company Services, Inc. - Trans",Demand,24763,megawatthours
2024-12-05T11,SOCO,"Southern Company Services, Inc. - Trans",Demand,25552,megawatthours
2024-12-05T12,SOCO,"Southern Company Services, Inc. - Trans",Demand,27045,megawatthours
2024-12-05T13,SOCO,"Southern Company Services, Inc. - Trans",Demand,28083,megawatthours
2024-12-05T14,SOCO,"Southern Company Services, Inc. - Trans",Demand,28047,megawatthours
2024-12-05T15,SOCO,"Southern Company Services, Inc. - Trans",Demand,27837,megawatthours
2024-12-05T16,SOCO,"Southern Company Services, Inc. - Trans",Demand,27329,megawatthours
2024-12-05T17,SOCO,"Southern Company Services, Inc. - Trans",Demand,26572,megawatthours
2024-12-05T18,SOCO,"Southern Company Services, Inc. - Trans",Demand,26406,megawatthours
