period,demand_mw,temperature_f,apparent_temperature_f,dew_point_f,relative_humidity_pct,precipitation_in,cloud_cover_pct,wind_speed_mph
2024-05-01 00:00:00,29320,69.7,73.0,62.1,77,0.0,14,2.2
2024-05-01 01:00:00,28690,65.2,68.8,62.3,90,0.004,10,1.7
2024-05-01 02:00:00,27901,62.4,64.9,61.3,96,0.0,8,3.4
2024-05-01 03:00:00,25859,63.4,66.7,62.2,96,0.0,0,2.2
2024-05-01 04:00:00,23655,62.7,65.8,62.0,97,0.0,0,2.5
2024-05-01 05:00:00,22297,59.3,60.6,59.3,100,0.0,97,4.3
2024-05-01 06:00:00,21720,58.3,59.5,58.3,100,0.0,98,3.7
2024-05-01 07:00:00,21106,57.7,59.5,57.7,100,0.0,100,1.7
2024-05-01 08:00:00,20747,56.0,57.1,56.0,100,0.0,100,2.1
2024-05-01 09:00:00,20845,57.1,58.4,57.1,100,0.0,100,2.5
2024-05-01 10:00:00,21243,56.3,57.2,56.3,100,0.0,100,2.6
2024-05-01 11:00:00,22402,55.6,56.2,55.5,100,0.0,100,2.7
2024-05-01 12:00:00,23153,57.3,58.6,56.8,98,0.0,100,2.1
2024-05-01 13:00:00,23904,62.2,64.7,60.9,95,0.0,100,3.0
2024-05-01 14:00:00,24475,65.2,69.3,63.3,94,0.0,91,1.6
2024-05-01 15:00:00,25613,73.0,76.8,61.5,67,0.0,0,3.3
2024-05-01 16:00:00,27090,75.8,81.4,59.2,56,0.0,0,2.0
2024-05-01 17:00:00,28483,77.9,84.3,57.7,50,0.0,1,1.7
2024-05-01 18:00:00,29976,79.4,85.9,56.7,46,0.0,12,1.6
2024-05-01 19:00:00,31229,80.5,86.5,55.7,43,0.0,0,1.4
2024-05-01 20:00:00,32323,81.2,86.1,55.1,41,0.0,0,1.1
2024-05-01 21:00:00,33185,81.5,84.2,54.9,40,0.0,0,1.8
2024-05-01 22:00:00,33617,81.1,81.1,55.1,41,0.0,0,3.8
2024-05-01 23:00:00,33204,79.1,80.1,58.5,49,0.0,0,4.3
2024-05-02 00:00:00,32041,73.2,75.3,61.8,67,0.0,0,4.7
2024-05-02 01:00:00,30624,70.1,69.6,55.3,59,0.0,10,5.1
2024-05-02 02:00:00,29375,67.2,65.8,54.2,63,0.0,1,6.5
2024-05-02 03:00:00,27136,70.3,69.7,51.5,51,0.0,0,2.6
2024-05-02 04:00:00,24662,68.7,68.6,51.7,55,0.0,0,1.6
2024-05-02 05:00:00,22998,68.1,68.1,51.1,55,0.0,1,0.8
2024-05-02 06:00:00,22296,61.2,60.0,51.9,72,0.0,6,4.1
2024-05-02 07:00:00,21540,60.1,58.9,52.3,76,0.0,0,4.4
2024-05-02 08:00:00,21008,58.9,58.0,52.7,80,0.0,0,4.2
2024-05-02 09:00:00,20913,56.8,55.4,52.9,87,0.0,0,5.5
2024-05-02 10:00:00,21501,56.8,55.7,52.7,86,0.0,0,4.5
2024-05-02 11:00:00,23027,56.8,56.4,53.3,88,0.0,74,3.4
2024-05-02 12:00:00,23664,61.9,61.6,55.2,79,0.0,55,4.7
2024-05-02 13:00:00,24282,69.4,70.0,57.5,66,0.0,48,4.3
2024-05-02 14:00:00,25065,74.0,74.6,58.4,58,0.0,0,5.1
2024-05-02 15:00:00,26145,78.0,78.7,57.4,49,0.0,48,7.3
2024-05-02 16:00:00,27852,80.2,80.8,53.9,40,0.0,64,8.3
2024-05-02 17:00:00,29473,81.6,83.0,54.1,39,0.0,100,8.6
2024-05-02 18:00:00,31115,82.7,84.1,55.1,39,0.0,100,9.2
2024-05-02 19:00:00,32343,83.6,85.5,55.2,38,0.0,69,7.7
2024-05-02 20:00:00,33128,84.1,85.5,54.9,37,0.0,94,7.2
2024-05-02 21:00:00,33792,84.2,84.1,53.5,35,0.0,6,5.1
2024-05-02 22:00:00,33947,84.0,82.7,52.3,34,0.0,35,4.7
2024-05-02 23:00:00,33446,82.2,83.2,57.6,43,0.0,17,3.5
2024-05-03 00:00:00,32391,76.1,77.3,60.2,58,0.0,65,5.3
2024-05-03 01:00:00,31435,71.9,72.4,58.5,63,0.0,98,5.5
2024-05-03 02:00:00,30301,70.9,71.3,57.7,63,0.0,51,4.9
2024-05-03 03:00:00,28002,70.3,70.6,58.1,65,0.0,100,5.7
2024-05-03 04:00:00,25677,69.5,69.6,57.7,66,0.0,88,5.7
2024-05-03 05:00:00,24195,68.8,68.4,57.0,66,0.0,98,6.3
2024-05-03 06:00:00,23444,69.1,68.3,56.6,64,0.0,89,6.8
2024-05-03 07:00:00,22454,67.5,67.0,56.5,68,0.0,100,6.1
2024-05-03 08:00:00,21938,68.1,66.8,56.4,66,0.0,100,7.9
2024-05-03 09:00:00,21896,68.0,67.6,56.7,67,0.0,100,6.0
2024-05-03 10:00:00,22541,67.1,67.9,58.3,73,0.024,100,4.6
2024-05-03 11:00:00,23628,66.1,67.5,60.0,81,0.012,100,4.7
2024-05-03 12:00:00,23984,66.6,68.9,61.3,83,0.0,100,3.6
2024-05-03 13:00:00,24614,72.2,74.7,63.1,73,0.0,25,5.2
2024-05-03 14:00:00,25271,76.3,79.8,64.8,68,0.0,29,4.3
2024-05-03 15:00:00,26609,80.2,84.9,64.8,59,0.0,21,3.9
2024-05-03 16:00:00,28323,82.7,85.5,61.6,49,0.0,24,7.0
2024-05-03 17:00:00,30080,84.0,86.2,59.8,44,0.0,100,8.5
2024-05-03 18:00:00,31388,84.7,85.6,58.6,41,0.0,40,10.4
2024-05-03 19:00:00,31988,85.5,86.4,56.9,38,0.0,27,9.7
2024-05-03 20:00:00,32502,86.3,85.1,55.9,36,0.0,89,11.7
2024-05-03 21:00:00,32617,85.5,82.7,54.9,35,0.0,83,10.5
2024-05-03 22:00:00,32286,85.5,82.5,53.2,33,0.0,100,9.4
2024-05-03 23:00:00,31291,83.5,82.8,54.8,37,0.0,33,5.2
2024-05-04 00:00:00,29983,79.6,77.9,54.9,43,0.0,100,7.7
2024-05-04 01:00:00,29278,73.7,73.2,55.5,53,0.0,87,5.3
2024-05-04 02:00:00,28373,71.4,71.4,56.7,60,0.0,94,5.2
2024-05-04 03:00:00,26834,69.4,70.5,59.5,71,0.0,47,4.9
2024-05-04 04:00:00,25058,67.3,69.4,61.1,80,0.0,21,3.9
2024-05-04 05:00:00,23741,65.4,68.2,60.8,85,0.0,44,2.1
2024-05-04 06:00:00,22333,65.7,66.3,59.1,79,0.0,96,5.6
2024-05-04 07:00:00,21263,64.9,66.4,59.0,81,0.0,100,3.7
2024-05-04 08:00:00,20599,65.0,67.0,60.2,84,0.0,100,3.4
2024-05-04 09:00:00,20716,66.0,68.8,59.5,79,0.0,100,1.0
2024-05-04 10:00:00,20641,65.1,67.6,59.7,83,0.0,100,1.9
2024-05-04 11:00:00,20644,65.5,67.8,60.2,83,0.004,100,2.6
2024-05-04 12:00:00,21065,66.1,67.7,60.9,83,0.02,100,5.2
2024-05-04 13:00:00,22086,66.8,70.2,64.1,91,0.031,100,4.1
2024-05-04 14:00:00,23150,67.3,71.2,63.9,89,0.012,93,2.6
2024-05-04 15:00:00,24528,71.9,75.8,63.6,75,0.0,100,2.2
2024-05-04 16:00:00,25928,74.6,77.6,60.8,62,0.004,100,4.3
2024-05-04 17:00:00,26887,76.6,79.5,59.5,56,0.0,83,4.3
2024-05-04 18:00:00,27544,78.0,80.2,59.7,53,0.0,97,6.3
2024-05-04 19:00:00,28105,78.4,79.6,59.5,52,0.0,30,7.5
2024-05-04 20:00:00,28838,79.4,81.8,59.0,50,0.0,47,5.7
2024-05-04 21:00:00,29372,80.4,82.5,59.4,49,0.0,83,5.0
2024-05-04 22:00:00,29737,80.2,81.0,58.9,48,0.0,73,4.9
2024-05-04 23:00:00,29383,79.0,79.8,58.3,49,0.0,43,4.6
2024-05-05 00:00:00,28563,75.6,79.4,64.5,69,0.0,23,3.5
2024-05-05 01:00:00,27758,71.1,72.7,60.9,70,0.0,38,4.9
2024-05-05 02:00:00,26892,69.0,70.6,62.1,79,0.0,7,6.2
2024-05-05 03:00:00,25324,66.5,68.7,61.7,85,0.0,35,4.5
2024-05-05 04:00:00,23714,65.8,68.0,61.4,86,0.012,40,4.1
2024-05-05 05:00:00,22177,65.4,67.2,61.8,88,0.004,32,5.4
2024-05-05 06:00:00,21365,65.1,66.9,62.5,91,0.0,63,6.2
2024-05-05 07:00:00,20440,64.3,67.3,62.8,95,0.004,78,3.6
2024-05-05 08:00:00,19947,64.4,66.6,63.1,96,0.004,38,5.8
2024-05-05 09:00:00,19801,62.9,66.4,62.2,97,0.004,72,1.8
2024-05-05 10:00:00,19708,61.9,64.8,61.3,98,0.004,31,2.2
2024-05-05 11:00:00,19680,61.8,64.6,61.2,98,0.0,10,2.5
2024-05-05 12:00:00,19686,65.0,67.7,63.1,93,0.0,12,4.7
2024-05-05 13:00:00,21127,68.3,71.5,64.9,89,0.0,100,5.4
2024-05-05 14:00:00,22886,71.3,75.0,65.5,82,0.0,99,4.8
2024-05-05 15:00:00,24466,73.5,78.0,65.6,76,0.0,54,3.0
2024-05-05 16:00:00,26293,76.4,81.9,66.2,71,0.0,94,4.8
2024-05-05 17:00:00,28198,79.3,86.3,65.2,62,0.004,100,5.2
2024-05-05 18:00:00,29857,80.7,86.8,64.6,58,0.0,98,4.9
2024-05-05 19:00:00,31090,82.2,88.4,63.5,53,0.0,100,5.0
2024-05-05 20:00:00,31638,82.7,86.5,63.0,51,0.0,88,6.3
2024-05-05 21:00:00,31661,82.7,84.5,61.6,49,0.0,72,5.3
2024-05-05 22:00:00,31146,79.4,78.8,61.6,55,0.039,98,10.9
2024-05-05 23:00:00,30506,76.2,79.6,62.9,63,0.008,11,2.7
2024-05-06 00:00:00,29542,74.4,79.7,67.0,78,0.0,30,2.7
2024-05-06 01:00:00,29042,72.1,75.2,63.9,75,0.0,79,4.3
2024-05-06 02:00:00,28136,70.5,73.9,64.2,80,0.0,98,4.1
2024-05-06 03:00:00,26420,70.0,72.9,64.9,84,0.0,100,6.0
2024-05-06 04:00:00,24348,69.1,72.5,65.7,89,0.008,100,5.7
2024-05-06 05:00:00,22952,68.5,71.4,65.6,90,0.004,100,6.8
2024-05-06 06:00:00,21671,66.8,67.8,63.9,90,0.008,100,9.5
2024-05-06 07:00:00,21041,65.9,68.4,64.1,94,0.102,100,6.4
2024-05-06 08:00:00,20664,65.8,69.6,64.3,95,0.13,100,3.4
2024-05-06 09:00:00,20539,66.1,70.6,64.6,95,0.02,100,1.9
2024-05-06 10:00:00,21334,65.8,69.6,64.6,96,0.035,100,3.7
2024-05-06 11:00:00,22804,65.7,69.3,64.6,96,0.047,100,4.0
2024-05-06 12:00:00,23666,66.1,69.9,64.8,95,0.0,100,3.8
2024-05-06 13:00:00,24599,67.1,68.7,64.0,90,0.0,100,8.4
2024-05-06 14:00:00,25739,68.6,70.7,64.8,87,0.0,91,7.8
2024-05-06 15:00:00,27281,72.9,75.4,66.6,81,0.0,64,8.9
2024-05-06 16:00:00,29001,76.4,81.6,67.6,74,0.0,34,6.1
2024-05-06 17:00:00,30820,78.6,85.2,67.4,68,0.004,37,6.3
2024-05-06 18:00:00,32416,79.9,86.6,66.9,65,0.008,40,6.8
2024-05-06 19:00:00,33681,80.7,84.6,66.2,61,0.008,85,8.9
2024-05-06 20:00:00,34517,75.8,79.3,65.9,71,0.197,40,6.5
2024-05-06 21:00:00,35055,75.5,78.5,66.2,73,0.087,26,7.3
2024-05-06 22:00:00,35376,78.3,83.3,68.0,71,0.0,32,4.5
2024-05-06 23:00:00,34935,79.0,81.6,64.7,62,0.0,31,6.4
2024-05-07 00:00:00,33822,76.6,78.1,64.0,65,0.0,27,8.3
2024-05-07 01:00:00,32738,72.1,74.0,63.3,74,0.0,7,6.6
2024-05-07 02:00:00,31457,71.2,73.9,64.3,79,0.0,11,5.9
2024-05-07 03:00:00,29058,69.6,73.0,64.4,84,0.0,2,4.5
2024-05-07 04:00:00,26632,69.1,71.5,63.8,83,0.0,2,6.0
2024-05-07 05:00:00,24953,68.2,70.9,63.5,85,0.0,0,5.0
2024-05-07 06:00:00,23851,66.8,69.7,63.4,89,0.0,0,4.7
2024-05-07 07:00:00,22795,66.2,68.3,63.0,89,0.0,23,5.9
2024-05-07 08:00:00,22079,66.1,67.6,62.3,88,0.0,8,6.8
2024-05-07 09:00:00,22005,65.9,67.7,62.2,88,0.0,0,5.9
2024-05-07 10:00:00,22545,64.7,66.5,62.1,91,0.0,0,5.6
2024-05-07 11:00:00,23663,64.6,66.0,62.3,92,0.0,49,6.8
2024-05-07 12:00:00,24565,67.4,69.4,63.7,88,0.0,1,6.8
2024-05-07 13:00:00,25523,70.6,73.6,65.1,83,0.0,98,6.2
2024-05-07 14:00:00,26741,73.7,77.1,66.6,78,0.0,99,6.7
2024-05-07 15:00:00,28222,77.2,79.9,65.8,68,0.0,98,9.7
2024-05-07 16:00:00,29848,79.6,82.0,64.4,60,0.0,99,11.2
2024-05-07 17:00:00,31327,80.5,82.6,63.6,56,0.0,100,10.6
2024-05-07 18:00:00,32802,81.5,82.3,62.4,52,0.0,98,11.8
2024-05-07 19:00:00,33836,82.4,83.7,63.0,52,0.0,100,10.9
2024-05-07 20:00:00,34651,83.2,83.9,63.1,51,0.0,100,11.6
2024-05-07 21:00:00,35211,83.8,83.7,63.2,50,0.0,100,11.3
2024-05-07 22:00:00,35176,83.2,82.9,63.0,51,0.0,97,11.6
2024-05-07 23:00:00,34640,82.1,83.5,64.0,54,0.0,65,8.9
2024-05-08 00:00:00,33852,79.8,82.2,64.6,60,0.0,31,6.8
2024-05-08 01:00:00,33152,74.3,78.4,65.8,75,0.0,98,4.1
2024-05-08 02:00:00,32186,73.6,77.3,65.8,77,0.0,48,5.1
2024-05-08 03:00:00,29970,73.0,76.1,65.1,76,0.0,14,5.8
2024-05-08 04:00:00,27617,72.2,74.7,64.4,76,0.0,20,6.5
2024-05-08 05:00:00,25679,71.9,73.8,63.8,76,0.0,7,7.1
2024-05-08 06:00:00,24745,71.5,72.7,63.0,74,0.0,25,8.1
2024-05-08 07:00:00,24188,71.2,71.8,62.5,74,0.0,23,9.2
2024-05-08 08:00:00,23499,70.3,71.7,63.1,78,0.0,98,7.6
2024-05-08 09:00:00,23270,68.9,70.9,63.6,83,0.0,84,6.7
2024-05-08 10:00:00,23831,68.6,70.9,64.0,85,0.0,100,6.5
2024-05-08 11:00:00,24863,67.8,70.8,64.4,89,0.0,87,5.4
2024-05-08 12:00:00,25788,70.0,73.1,65.7,86,0.0,93,6.3
2024-05-08 13:00:00,26617,73.5,76.7,67.8,82,0.0,100,8.7
2024-05-08 14:00:00,27768,76.1,79.0,67.5,75,0.0,54,9.0
2024-05-08 15:00:00,29213,78.5,81.3,67.5,69,0.004,94,9.8
2024-05-08 16:00:00,30209,80.5,83.4,66.7,63,0.0,38,10.6
2024-05-08 17:00:00,31422,82.9,87.2,65.8,57,0.0,58,10.0
2024-05-08 18:00:00,32669,84.7,88.1,64.9,52,0.0,46,11.3
2024-05-08 19:00:00,33990,86.0,89.1,64.0,48,0.0,23,11.5
2024-05-08 20:00:00,35347,86.5,89.5,64.7,48,0.0,28,10.2
2024-05-08 21:00:00,36337,87.3,89.3,65.1,48,0.0,24,10.5
2024-05-08 22:00:00,36872,86.5,87.5,65.3,49,0.0,64,10.8
2024-05-08 23:00:00,36564,84.7,86.5,65.4,53,0.004,93,9.0
2024-05-09 00:00:00,35422,82.1,85.1,66.0,58,0.0,97,7.2
2024-05-09 01:00:00,34523,76.6,80.2,65.8,69,0.012,98,5.3
2024-05-09 02:00:00,33433,76.7,79.4,66.5,71,0.0,81,8.3
2024-05-09 03:00:00,31160,75.5,78.6,67.1,75,0.0,100,8.1
2024-05-09 04:00:00,29025,75.3,77.3,67.0,75,0.0,99,10.6
2024-05-09 05:00:00,27256,74.9,75.7,67.6,78,0.0,100,14.1
2024-05-09 06:00:00,26128,73.9,77.0,67.7,81,0.0,76,8.8
2024-05-09 07:00:00,25194,69.2,73.3,67.2,93,0.016,100,5.7
2024-05-09 08:00:00,24525,65.8,66.5,64.8,97,0.114,100,10.9
2024-05-09 09:00:00,24421,66.1,68.6,65.1,97,0.016,100,7.3
2024-05-09 10:00:00,24913,68.1,71.9,66.4,94,0.035,100,5.6
2024-05-09 11:00:00,25866,67.9,70.1,66.3,95,0.169,100,9.4
2024-05-09 12:00:00,26273,67.6,68.9,66.0,95,0.004,100,11.2
2024-05-09 13:00:00,26847,68.3,70.8,67.5,97,0.165,100,9.8
2024-05-09 14:00:00,27363,69.1,72.5,67.1,93,0.079,100,7.4
2024-05-09 15:00:00,28104,68.3,72.6,67.1,96,0.016,100,5.1
2024-05-09 16:00:00,28413,68.6,73.6,67.9,98,0.189,100,4.5
2024-05-09 17:00:00,28810,69.9,74.2,66.7,90,0.024,100,4.9
2024-05-09 18:00:00,29324,70.0,71.1,65.8,87,0.016,100,11.4
2024-05-09 19:00:00,29748,76.6,80.0,65.5,68,0.0,39,9.4
2024-05-09 20:00:00,30007,79.8,82.5,67.6,66,0.0,100,15.5
2024-05-09 21:00:00,30319,79.2,80.2,67.6,68,0.0,50,13.5
2024-05-09 22:00:00,30709,79.4,81.5,67.6,67,0.0,13,11.2
2024-05-09 23:00:00,30651,78.9,81.6,68.2,70,0.0,34,10.1
2024-05-10 00:00:00,30146,76.5,81.0,68.5,76,0.0,41,6.2
2024-05-10 01:00:00,29709,70.6,73.3,66.4,86,0.0,100,8.3
2024-05-10 02:00:00,28858,69.8,74.0,67.1,91,0.0,100,5.4
2024-05-10 03:00:00,27073,69.6,73.0,67.7,94,0.0,100,8.1
2024-05-10 04:00:00,25183,70.0,72.8,68.5,95,0.0,100,10.6
2024-05-10 05:00:00,23796,69.9,72.9,68.7,96,0.0,100,10.1
2024-05-10 06:00:00,22886,69.0,73.5,68.4,98,0.0,100,6.3
2024-05-10 07:00:00,22216,68.9,73.8,68.5,99,0.0,100,5.4
2024-05-10 08:00:00,21707,69.1,73.7,68.8,99,0.0,100,6.5
2024-05-10 09:00:00,21419,69.3,72.8,68.4,97,0.0,100,8.4
2024-05-10 10:00:00,21709,67.1,69.3,66.5,98,0.067,100,9.4
2024-05-10 11:00:00,22550,66.8,68.9,65.5,95,0.028,100,8.7
2024-05-10 12:00:00,23248,66.3,68.1,64.7,95,0.0,100,8.5
2024-05-10 13:00:00,23994,67.5,68.8,64.0,89,0.0,100,8.8
2024-05-10 14:00:00,24714,70.0,71.4,64.7,83,0.0,100,9.4
2024-05-10 15:00:00,25519,72.3,73.3,64.9,77,0.0,100,10.6
2024-05-10 16:00:00,26456,75.2,75.8,63.5,67,0.0,53,10.2
2024-05-10 17:00:00,27530,77.9,79.7,62.7,60,0.004,22,12.2
2024-05-10 18:00:00,28647,79.3,79.4,61.3,54,0.0,28,15.2
2024-05-10 19:00:00,29728,79.6,76.2,54.1,41,0.0,0,15.7
2024-05-10 20:00:00,30554,80.5,76.3,51.1,36,0.0,17,16.6
2024-05-10 21:00:00,31139,79.4,73.6,50.3,36,0.0,24,17.3
2024-05-10 22:00:00,31172,77.1,70.4,51.2,40,0.0,5,16.8
2024-05-10 23:00:00,30387,74.4,69.3,53.5,48,0.0,10,14.6
2024-05-11 00:00:00,29020,70.0,65.7,54.1,57,0.0,5,13.1
2024-05-11 01:00:00,27675,67.6,64.4,53.2,60,0.0,5,9.8
2024-05-11 02:00:00,26873,65.8,61.4,51.8,61,0.0,0,11.8
2024-05-11 03:00:00,25119,63.1,59.0,51.4,66,0.0,0,10.8
2024-05-11 04:00:00,23332,61.0,57.3,51.1,70,0.0,0,9.5
2024-05-11 05:00:00,21599,59.0,55.4,49.9,72,0.0,0,8.6
2024-05-11 06:00:00,20481,57.2,53.6,48.3,72,0.0,0,7.4
2024-05-11 07:00:00,19566,55.7,51.9,47.2,73,0.0,0,7.2
2024-05-11 08:00:00,18930,54.3,50.6,46.7,75,0.0,0,6.8
2024-05-11 09:00:00,18604,53.2,49.9,46.4,78,0.0,0,5.5
2024-05-11 10:00:00,18592,52.3,48.9,46.2,80,0.0,0,5.8
2024-05-11 11:00:00,18767,51.7,49.0,46.4,82,0.0,0,4.3
2024-05-11 12:00:00,19195,54.9,52.6,48.3,78,0.0,0,4.3
2024-05-11 13:00:00,20298,60.0,58.6,50.2,70,0.0,0,3.4
2024-05-11 14:00:00,21280,63.7,62.4,49.9,61,0.0,0,3.1
2024-05-11 15:00:00,22231,65.9,66.6,49.4,55,0.0,0,2.6
2024-05-11 16:00:00,23129,68.0,69.2,48.5,50,0.0,0,4.3
2024-05-11 17:00:00,23828,69.8,70.5,47.5,45,0.0,2,6.9
2024-05-11 18:00:00,24272,71.5,70.6,46.6,41,0.0,45,9.4
2024-05-11 19:00:00,25113,71.6,69.0,46.0,40,0.0,1,9.1
2024-05-11 20:00:00,25950,72.9,70.5,46.6,39,0.0,12,10.4
2024-05-11 21:00:00,26803,72.9,69.1,46.2,39,0.0,5,10.3
2024-05-11 22:00:00,27228,73.9,68.5,45.2,36,0.0,23,9.9
2024-05-11 23:00:00,27031,73.2,69.8,47.2,40,0.0,11,6.3
2024-05-12 00:00:00,26050,69.3,64.3,47.3,45,0.0,1,10.1
2024-05-12 01:00:00,24951,63.0,61.4,50.6,64,0.0,0,4.3
2024-05-12 02:00:00,24240,61.3,59.8,50.8,69,0.0,0,4.1
2024-05-12 03:00:00,23009,60.7,58.7,50.5,69,0.0,1,5.3
2024-05-12 04:00:00,21485,60.1,57.6,49.8,69,0.0,1,5.8
2024-05-12 05:00:00,20070,59.3,56.8,49.1,69,0.0,1,5.4
2024-05-12 06:00:00,18985,58.5,55.9,48.7,70,0.0,27,5.4
2024-05-12 07:00:00,18630,58.0,55.4,49.1,72,0.0,20,5.5
2024-05-12 08:00:00,18106,58.1,55.5,49.8,74,0.0,21,6.0
2024-05-12 09:00:00,18264,57.0,55.2,50.6,79,0.0,92,4.8
2024-05-12 10:00:00,18236,55.1,53.9,51.4,87,0.0,99,4.0
2024-05-12 11:00:00,18376,55.4,54.6,52.0,88,0.0,98,3.3
2024-05-12 12:00:00,18597,59.0,57.9,53.4,82,0.0,100,5.0
2024-05-12 13:00:00,19663,62.7,63.2,55.5,77,0.0,100,2.9
2024-05-12 14:00:00,20672,66.1,65.9,54.6,66,0.0,100,3.9
2024-05-12 15:00:00,21338,69.1,66.8,48.7,48,0.0,100,4.5
2024-05-12 16:00:00,21793,71.5,71.4,46.1,40,0.0,100,4.5
2024-05-12 17:00:00,22704,72.7,72.7,45.6,38,0.0,76,4.5
2024-05-12 18:00:00,23563,74.1,75.7,46.1,37,0.0,67,3.7
2024-05-12 19:00:00,24501,75.3,77.7,46.4,36,0.0,55,3.4
2024-05-12 20:00:00,25563,75.7,77.6,47.4,37,0.0,96,2.6
2024-05-12 21:00:00,26499,76.1,76.5,47.2,36,0.0,69,2.2
2024-05-12 22:00:00,26979,75.9,74.3,47.3,36,0.0,93,2.2
2024-05-12 23:00:00,26767,74.9,73.6,47.3,38,0.0,100,1.4
2024-05-13 00:00:00,26083,73.1,71.9,49.6,44,0.0,100,2.7
2024-05-13 01:00:00,25776,68.5,66.7,50.5,53,0.0,100,4.8
2024-05-13 02:00:00,25377,67.3,64.8,49.6,53,0.0,100,5.7
2024-05-13 03:00:00,23921,65.5,63.3,48.8,55,0.0,100,4.5
2024-05-13 04:00:00,22154,63.3,62.0,52.0,67,0.0,100,4.5
2024-05-13 05:00:00,20981,62.7,61.4,50.5,64,0.0,100,3.5
2024-05-13 06:00:00,20226,64.5,63.5,50.1,60,0.0,100,2.5
2024-05-13 07:00:00,19600,64.0,63.1,50.5,61,0.0,100,2.3
2024-05-13 08:00:00,19404,62.2,62.2,51.2,67,0.0,100,0.9
2024-05-13 09:00:00,19453,61.1,60.4,51.6,71,0.0,100,2.7
2024-05-13 10:00:00,19987,61.8,60.2,52.0,70,0.0,100,5.1
2024-05-13 11:00:00,21292,62.2,60.9,52.7,71,0.0,100,5.2
2024-05-13 12:00:00,22452,62.9,61.8,53.6,72,0.004,100,5.1
2024-05-13 13:00:00,23225,61.4,61.5,57.6,87,0.039,100,5.7
2024-05-13 14:00:00,23888,61.6,62.3,59.3,92,0.039,100,5.8
2024-05-13 15:00:00,24072,63.5,63.0,58.5,84,0.016,100,7.8
2024-05-13 16:00:00,24317,62.4,61.9,59.5,90,0.035,100,8.8
2024-05-13 17:00:00,24514,62.6,62.2,60.2,92,0.043,100,9.1
2024-05-13 18:00:00,24558,65.6,62.9,59.6,81,0.012,100,14.1
2024-05-13 19:00:00,24452,67.7,65.0,59.2,74,0.004,100,13.8
2024-05-13 20:00:00,24345,68.8,66.0,58.5,70,0.0,100,13.7
2024-05-13 21:00:00,24407,68.6,65.2,57.5,68,0.0,100,13.8
2024-05-13 22:00:00,24651,68.5,65.3,57.7,69,0.0,100,13.5
2024-05-13 23:00:00,24720,68.3,65.6,58.1,70,0.0,100,12.7
2024-05-14 00:00:00,24797,67.2,66.0,59.8,77,0.0,100,10.7
2024-05-14 01:00:00,25068,64.3,63.2,56.0,74,0.0,93,7.1
2024-05-14 02:00:00,24840,63.3,62.3,57.8,82,0.0,100,8.4
2024-05-14 03:00:00,23618,63.7,62.2,58.7,84,0.0,100,10.4
2024-05-14 04:00:00,22088,63.5,62.1,59.0,85,0.0,100,10.4
2024-05-14 05:00:00,21161,63.5,62.1,59.7,87,0.0,100,11.0
2024-05-14 06:00:00,20320,63.4,62.8,60.4,90,0.0,100,10.0
2024-05-14 07:00:00,20084,63.1,62.8,60.8,92,0.0,100,9.3
2024-05-14 08:00:00,19915,62.8,63.2,61.1,94,0.004,100,8.1
2024-05-14 09:00:00,19714,62.8,63.2,61.4,95,0.0,100,8.4
2024-05-14 10:00:00,20381,63.0,63.9,61.8,96,0.0,100,7.4
2024-05-14 11:00:00,21678,63.1,64.6,62.2,97,0.0,100,6.6
2024-05-14 12:00:00,22850,64.2,65.5,62.6,94,0.0,100,7.6
2024-05-14 13:00:00,23560,65.3,66.1,63.1,93,0.02,100,9.2
2024-05-14 14:00:00,24337,66.1,67.3,63.4,91,0.031,100,8.5
2024-05-14 15:00:00,25017,66.7,68.6,64.3,92,0.094,100,7.8
2024-05-14 16:00:00,25582,66.8,69.5,64.8,93,0.071,100,6.6
2024-05-14 17:00:00,26216,67.6,70.6,65.5,93,0.091,100,6.7
2024-05-14 18:00:00,27007,70.4,73.7,65.9,86,0.008,100,6.4
2024-05-14 19:00:00,27772,74.5,80.0,65.8,74,0.004,30,6.0
2024-05-14 20:00:00,28697,76.3,80.6,65.9,70,0.004,29,6.5
2024-05-14 21:00:00,29300,78.4,82.2,65.3,64,0.0,100,7.4
2024-05-14 22:00:00,29763,77.0,79.0,64.6,66,0.0,72,7.8
2024-05-14 23:00:00,29876,72.6,75.1,66.1,80,0.094,80,8.2
2024-05-15 00:00:00,29649,68.5,69.3,64.0,86,0.043,100,9.9
2024-05-15 01:00:00,29281,67.8,71.8,65.7,93,0.0,99,4.3
2024-05-15 02:00:00,28661,65.4,68.6,64.8,98,0.0,8,5.1
2024-05-15 03:00:00,26901,64.9,67.7,64.0,97,0.0,16,5.3
2024-05-15 04:00:00,24790,63.1,66.4,62.6,98,0.0,15,2.5
2024-05-15 05:00:00,23294,62.0,64.9,61.2,97,0.039,79,2.3
2024-05-15 06:00:00,22199,63.7,67.8,62.4,96,0.0,23,0.6
2024-05-15 07:00:00,21713,62.6,65.0,62.4,99,0.0,44,4.7
2024-05-15 08:00:00,21337,63.6,65.3,63.3,99,0.0,97,7.1
2024-05-15 09:00:00,21206,63.1,65.3,63.0,100,0.0,98,5.6
2024-05-15 10:00:00,21796,63.1,64.8,62.9,99,0.0,72,6.9
2024-05-15 11:00:00,23171,62.9,64.4,62.2,97,0.0,3,6.6
